timestamp,fps,latency_ms,ram_usage_percent,cpu_usage_percent,temperature,num_detections
2026-04-05T18:16:33.091,9.18,104.15,78.7,82.6,0.0,6
2026-04-05T18:16:33.206,9.2,106.83,78.7,82.6,0.0,4
2026-04-05T18:16:33.320,9.23,105.0,78.7,80.6,0.0,4
2026-04-05T18:16:33.436,9.24,106.52,78.7,80.6,0.0,3
2026-04-05T18:16:33.544,9.29,102.98,78.7,80.6,0.0,4
2026-04-05T18:16:33.658,9.27,109.32,78.7,80.6,0.0,5
2026-04-05T18:16:33.773,9.29,105.73,78.7,82.0,0.0,6
2026-04-05T18:16:33.885,9.34,102.58,78.7,82.0,0.0,5
2026-04-05T18:16:34.001,9.3,111.2,78.7,82.0,0.0,4
2026-04-05T18:16:34.118,9.3,107.93,78.7,82.0,0.0,2
2026-04-05T18:16:34.227,9.33,103.96,78.7,82.0,0.0,3
2026-04-05T18:16:34.347,9.29,111.46,78.7,78.9,0.0,4
2026-04-05T18:16:34.463,9.3,106.65,78.7,78.9,0.0,4
2026-04-05T18:16:34.575,9.34,103.45,78.7,78.9,0.0,4
2026-04-05T18:16:34.688,9.36,104.71,78.7,78.9,0.0,5
2026-04-05T18:16:34.801,9.35,108.17,78.7,78.0,0.0,4
2026-04-05T18:16:34.913,9.34,107.4,78.7,78.0,0.0,4
2026-04-05T18:16:35.027,9.34,107.12,78.7,78.0,0.0,5
2026-04-05T18:16:35.141,9.36,105.07,78.7,78.0,0.0,5
2026-04-05T18:16:35.254,9.38,104.17,78.7,78.0,0.0,4
2026-04-05T18:16:35.369,9.39,106.1,78.8,79.1,0.0,5
2026-04-05T18:16:35.486,9.38,107.61,78.8,79.1,0.0,7
2026-04-05T18:16:35.595,9.4,103.56,78.8,79.1,0.0,3
2026-04-05T18:16:35.700,9.46,100.32,78.8,79.1,0.0,6
2026-04-05T18:16:35.815,9.42,109.55,78.8,79.1,0.0,5
2026-04-05T18:16:35.929,9.42,106.93,78.8,79.1,0.0,5
2026-04-05T18:16:36.045,9.41,106.74,78.8,79.1,0.0,6
2026-04-05T18:16:36.158,9.43,103.77,78.8,79.1,0.0,5
2026-04-05T18:16:36.274,9.43,106.01,78.8,79.1,0.0,6
2026-04-05T18:16:36.391,9.43,106.56,78.8,80.5,0.0,8
2026-04-05T18:16:36.503,9.42,107.04,78.8,80.5,0.0,4
2026-04-05T18:16:36.619,9.41,106.77,78.8,80.5,0.0,3
2026-04-05T18:16:36.751,9.25,124.77,78.8,80.5,0.0,5
2026-04-05T18:16:36.870,9.25,108.67,78.8,83.5,0.0,5
2026-04-05T18:16:36.984,9.28,104.9,78.8,83.5,0.0,6
2026-04-05T18:16:37.097,9.3,105.5,78.8,83.5,0.0,5
2026-04-05T18:16:37.215,9.29,108.46,78.8,83.5,0.0,5
2026-04-05T18:16:37.327,9.3,106.56,78.8,78.3,0.0,5
2026-04-05T18:16:37.444,9.3,107.59,78.8,78.3,0.0,5
2026-04-05T18:16:37.555,9.35,101.5,78.8,78.3,0.0,5
2026-04-05T18:16:37.665,9.37,105.18,78.8,78.3,0.0,4
2026-04-05T18:16:37.781,9.37,106.36,78.8,78.3,0.0,5
2026-04-05T18:16:37.897,9.33,111.23,78.8,81.2,0.0,4
2026-04-05T18:16:38.036,9.14,129.45,78.8,81.2,0.0,4
2026-04-05T18:16:38.149,9.15,107.75,78.8,81.2,0.0,4
2026-04-05T18:16:38.261,9.21,102.34,78.8,81.2,0.0,5
2026-04-05T18:16:38.372,9.23,105.87,78.9,87.2,0.0,4
