timestamp,fps,latency_ms,ram_usage_percent,cpu_usage_percent,temperature,num_detections,confidence_score_avg,frame_drop_rate_percent
2026-04-19T14:44:27.149,36.34,24.9,80.9,49.4,0.0,9,0.6016,29.53
2026-04-19T14:44:27.191,36.39,27.12,80.9,49.4,0.0,9,0.5918,29.09
2026-04-19T14:44:27.231,36.66,25.45,80.9,49.4,0.0,10,0.5708,28.6
2026-04-19T14:44:27.272,36.85,25.87,80.9,49.4,0.0,8,0.6148,28.15
2026-04-19T14:44:27.313,36.98,26.2,80.9,49.4,0.0,9,0.591,27.72
2026-04-19T14:44:27.355,37.1,26.18,80.9,49.4,0.0,8,0.6531,27.3
2026-04-19T14:44:27.395,37.31,25.43,80.9,40.1,0.0,8,0.6506,26.88
2026-04-19T14:44:27.436,37.37,26.36,80.9,40.1,0.0,8,0.6583,26.5
2026-04-19T14:44:27.479,37.28,27.43,80.9,40.1,0.0,9,0.6672,26.16
2026-04-19T14:44:27.521,37.17,27.57,80.9,40.1,0.0,9,0.6492,25.83
